RAZON SOCIAL;DIRECCIÓN;TELÉFONO;ABIERTO 24 HORAS;ENTIDAD QUE VIGILA
Luna Farma;KR 66 60A 44 SUR;8051743;2;Vista Hermosa
Luz Dary Salazar Ramírez;KR 109A 64 57;2278273;2;Engativá
Luz Mary Hincapie;KR 17G 67A 58 SUR;7651298;2;Vista Hermosa
M Salud;KR 5C 50C 33 SUR;0;2;Rafael Uribe
M Soto;KR 5C 50A 33 SUR;795;2;Rafael Uribe
Mac Drogas;KR 18D Bis 65D 05 SUR;7901384;2;Vista Hermosa
Macromed Ltda;KR 13 59 24;3471755;2;Chapinero
Mafe;DG 51A SUR 60F 10;4793457;2;Tunjuelito
Malaga Inc;CL 164 33 50 LC 10;6005565;2;Usaquén
Manantial De Salud;CL 94B Sur 0 15 Este;7673201;2;Usme
Manuela Beltrán Del Lucero;KR 18L 66D 19 SUR;7912389;2;Vista Hermosa
Margarita Alvarez Benito;KR 110 64 72;4312316;2;Engativá
Maria Fanny Parada;KR 119D 128C 03;6891625;2;Suba
Maria Isabel 2;CL 31B SUR 21A 12;0;2;Rafael Uribe
Maria Luz Avila Franco Drogas Celestial;CL 54A SUR 25 04 LC 1;2704812;2;Tunjuelito
Marien;KR 73 66A 13 SUR;5764423;2;Vista Hermosa
Martín Sanabria Sanabria;KR 112 65B 04;4406313;2;Engativá
Mas X Menos;KR 28A 17 29;4808376;2;Centro Oriente
Maxidescuento JDF;CL 48X SUR 3 20;0;2;Rafael Uribe
Maxidrogas De Meissen;KR 18B 60G 05 SUR;7651022;2;Vista Hermosa
Medex;TV 16 BIS 46 11;2883249;2;Chapinero
Medic AR;CL 12 27 40;2478193;2;Centro Oriente
Medical Farma;TV 78 H 41 C 67 SUR;2938088;2;Sur
Medical Farmacia;KR 65 58 02 SUR;5635988;2;Vista Hermosa
Medicalex;CL 89 SUR 2A 75 ESTE;7626169;2;Usme
Medicamentos Especializados SA;KR14 79 02;8050558;2;Chapinero
Medicamentos POS SA;KR 8 46 20;2876558;2;Chapinero
Medicos Asociados;KR 13 51 12;3462266;2;Chapinero
Medicos Asociados SA;KR 36 25 D 14;2443119;2;Chapinero
Medicos Asociados SA;KR 13 51 17;3462266;2;Chapinero
Medidermick Ltda;KR 13 59 38 LC117;2358284;2;Chapinero
Medimex;AC 26 82 54;7460920;2;Engativá
Medimex SA;CL 76 11 52;3179648;2;Chapinero
Medipol;CL 67 14 A 46;3461425;2;Chapinero
Medipos A;KR 67 60A 28 SUR;7111258;2;Vista Hermosa
Medisalud Sur;CL 49B ESTE SUR 1D 06;7713916;2;Rafael Uribe
Medisin Farma;KR 16 50 48;0;2;Chapinero
Medisin Farma;KR 23 45 C 55;2883536;2;Chapinero
Medplus;KR 7 40 62;2874097;2;Chapinero
Medplus;CL 45 C 22 59;3233750;2;Chapinero
Medplus Farmacia Chico;KR 14 94 49;5924501;2;Chapinero
Mega Pharma;CL 45 SUR 77 X 25;2640434;2;Sur
Mega Rebaja;CL 59C SUR 46 03;7181016;2;Vista Hermosa
Mega Rebaja;AK 1 91B 09 SUR;7620965;2;Usme
Megafarma Plus;AC 72 77 A 49 LC 2;2236789;2;Engativá
Mercados Romi SA;AK 9 139 85 LC 1;6148284;2;Usaquén
Mercados Romi SA;AK 7 113 16;6207116;2;Usaquén
Mercadrogas;CL 63A SUR 72 11;7760319;2;Vista Hermosa
Mercantil De Drogas;CL 2 32 C 07;2372190;2;Sur
Mercasalud Express;KR 64 72 50 LC 1;3690281;2;Chapinero
Mercy Del Pilar;CL 60A SUR 74D 04;7785789;2;Vista Hermosa
Meyer Farmacéutica No 2;KR 103 D 83 82;4402219;2;Engativá
Mi Cachis;KR 18I 78D 04 SUR;5990407;2;Vista Hermosa
Mi Nueva Droguería;CL 188 15 B 28;6780079;2;Usaquén
Miguel Antonio Becerra;CL 70C 112 71;5455574;2;Engativá
Mileidy;KR 26 76 04 SUR;0;2;Vista Hermosa
Minimarket De La Salud La Rebaja No 1;KR 58 137A 30;2532133;1;Suba
Minimarket La Rebaja Plus;KR 58 127D 44;5200700;2;Suba
Minimarket La Segunda;KR 31 D 1 H 87;2024769;2;Sur
Minimercado Y Droguería El Descuento;CL 174A 53 15;3031646;2;Suba
Miscelanea Y Droguería El Terminal;DG 23 69 60 MD 2 LC 129;2952976;2;Fontibón
Modelpharma;CL 74 54 51;7528447;2;Chapinero
Modelpharma;CL 66 57 36;8660599;2;Chapinero
Mordrogas;CL 43 SUR 12 60;;2;Rafael Uribe
Multidescuentos Del Norte;AK 7 153 95;6719270;2;Usaquén
Multidescuentos Yeley;KR 1C 74B 14 SUR;2002876;2;Usme
Multidrogas Horizonte;CL 185 C 4 79;5161960;2;Usaquén
Multifarma G;CL 64 SUR 19G 03;7153505;2;Vista Hermosa
Multimarket De La 64;CL 64 I 70 D 20;4305730;2;Engativá
Multipharma JD;CL 23B 82 51;0;2;Fontibón
Mundidrogas Farmacenter;CL 11 SUR 12C 06;2595460;2;Rafael Uribe
Mundo Farma Droguería;KR 24 53 B 03;2178700;2;Chapinero
Mundo Farma Droguería;CL 116 70D 06;6133647;2;Suba
Mundofarma Andes Droguería;KR 64 97 06 LC 01;6240370;2;Chapinero
My Pharma;KR 114 152 D 74;0;2;Suba
Natadani SAS;CL 75 92 A 10 LC 02;5476988;2;Engativá
Natasanti Biosaludables Sas San Julio;CL 162 7 B 37;6709624;2;Usaquén
Natisalud;KR 20A 65 74 Sur;7173473;2;Vista Hermosa
Natural + Plus;KR 18 A 183 41 LC 40;6705593;2;Usaquén
Natural Light Carulla Orquideas;CL 161 18 A 38 LC 1;6713366;2;Usaquén
Naviges;KR 44 69A 41 SUR;7152591;2;Vista Hermosa
Neodermis;CL 15 SUR 16 11;5664270;2;Rafael Uribe
Neodermis Ltda;CL 77 16 A 15;5400439;2;Chapinero
Neodermis Ltda;CL 15 SUR 16 11 LC 1;5664270;2;Rafael Uribe
Nicoll Drogas LG;TV 6 ESTE 83D 09 SUR;7628405;2;Usme
No Tiene;KR 3A 73A 57 SUR;0;2;Usme
No Tiene;KR 112B 142 16;0;2;Suba
No Tiene;CL 143A 143 02;0;2;Suba
No Tiene;CL 31 SUR 10 60;0;2;Rafael Uribe
No Tiene;KR 17 60 71;2173702;2;Chapinero
No Tiene;KR 4 73 91;2482943;2;Chapinero
No Tiene;AK 14 30 51;2879704;2;Chapinero
No Tiene;CL 63 18 11;3127639;2;Chapinero
No Tiene;CL 44 F 50 10;3156935;2;Chapinero
No Tiene;CL 75 15 32;3479493;2;Chapinero
No Tiene;KR 17 50 75;6055994;2;Chapinero
No Tiene;KR 19 A 77 38;6212749;2;Chapinero
No Tiene;CL 132 123B 04;6897245;2;Suba
No Tiene;KR 46 126 33;6947003;2;Suba
No Tiene;CL 33 SUR 51 G 13;7105882;2;Sur
No Tiene;TV 44 51B 02 SUR LC 3;7106185;2;Tunjuelito
Nodermis Ltda;CL 15 SUR 16 11 LC 1;5664270;2;Rafael Uribe
Nova Medic;CL 15 SUR 16 94;4086686;2;Rafael Uribe
Novaskin;KR 68B 24 59 LC 318;4105132;2;Fontibón
Nuestra Salud;CL 64 SUR 20F 37;7926488;2;Vista Hermosa
Nuestra Salud EC;KR 49D 68D 74 SUR;7316705;2;Vista Hermosa
Nueva Chuniza;CL 91 SUR 2 37 ESTE;4739156;2;Usme
Nueva Colombia;KR 18M 70K 09 SUR;7922933;2;Vista Hermosa
Nueva Droguería;TV 126B 132D 04;0;2;Suba
Nueva Epoca;KR 8 191 06;6716340;2;Usaquén
Nueva Farmarebajas;KR 16 184 02;6797349;2;Usaquén
Nueva Imagen AR;KR 42 72A 32 SUR;7184789;2;Vista Hermosa
Nueva Kalima;KR 7 A 151 46 LC 4;2162701;2;Usaquén
Nueva Villa Mayor;TV 34A 40B 86 SUR;4754556;2;Rafael Uribe
Number One;CL 54 SUR 36A 90;0;2;Tunjuelito
Olimpica SA;CL 63 16 25;2491221;2;Chapinero
Olimpica Sa Droguería Olimpica No 474 La Carolina;AC 127 13 A 74;6149076;2;Usaquén
Olimpica Santa Isabel;AV 3 29 69;3511006;2;Centro Oriente
Olisol;KR 17D 64A 07 Sur;9129078;2;Vista Hermosa
Omar La Principal;CL 66 SUR 19F 05;7154645;2;Vista Hermosa
Orden Hospitalaria De San Jua De Dios;CL 24 29 45 P 1;5600520;2;Centro Oriente
Pañalera Y Droguería JL;CL 55 SUR 28 88 LC 1;4544893;2;Tunjuelito
Paguemenos 19;CL 51 SUR 18A 32;;2;Tunjuelito
Palermo AJ;KR 3 49D 31 Sur;7698609;2;Usme
Panamericana De Drogas De La 73;TV 26A BIS 45A 42 SUR;4725339;2;Rafael Uribe
Para Su Salud No 1;CL 64 SUR 29 54;7153915;2;Vista Hermosa
Para Su Salud No 2;CL 64 SUR 35 10;7173046;2;Vista Hermosa
Parque De Protecho;CL 60 SUR 23 43;7183850;2;Vista Hermosa
Parques Del Tunal;DG 62 SUR 20B 07;7316081;2;Vista Hermosa
Pasteur GM;DG 49 SUR 52A 33;0;2;Tunjuelito
Pbd Salud;CL 33 SUR 23A 48;4821806;2;Rafael Uribe
Pbd Salud;KR 24 32A 66 SUR;4821806;2;Rafael Uribe
Pharma 147;CL 147 17 63;6264362;2;Usaquén
Pharma 22 Droguerías;CL 140 13 83;6142877;2;Usaquén
Pharma Capital CJC;CL 29 A 39 B 04 SUR;7200314;2;Sur
Pharma Centel;DG 62 SUR 20B 07;7181193;2;Vista Hermosa
Pharma Cid Ltda;CL 64B SUR 36 20;7163122;2;Vista Hermosa
Pharma CID Ltda;CL 63A SUR 71F 24;7767152;2;Vista Hermosa
Pharma Colombia SAS;CL 15 55 27;2604383;2;Sur
Pharma Colombia SAS;KR 56 4 D 83 LC 2;2616144;2;Sur
Pharma Express;KR 3 SUR137 34;0;2;Usme
Pharma Express;CL 6D 4A 16 ESTE LC 2;0;2;Centro Oriente
Pharma Express;KR 2 3 00;2096646;2;Centro Oriente
Pharma Express;KR 7 54 A 18;2350468;2;Chapinero
Pharma Express RE;KR 1D 74B 86 ESTE SUR;7674313;2;Usme
Pharma Express SA;CL 57 26 12;0;2;Chapinero
Pharma Express SA;KR 45 26 85;3155441;2;Chapinero
Pharma Express SA;KR 5 33A 10;6041063;2;Centro Oriente
Pharma Express SA;CL 146B 90 51;6820240;2;Suba
Pharma Express SA;CL 74A SUR 18 G 23;7151890;2;Vista Hermosa
Pharma Express SA;CL 63A SUR 27 04;7172712;2;Vista Hermosa
Pharma Express SA;CL 64 SUR 72 42;7771338;2;Vista Hermosa
Pharma Express SA;KR 23 22A 26 P 2;;1;Centro Oriente
Pharma Generics;KR 12 ESTE 42 32 SUR;0;2;San Cristóbal
Pharma Health;TV 60 100 61;2719926;2;Suba
Pharma HJ;DG 49A SUR 49 76;;2;Tunjuelito
Pharma Home Droguerías;DG 60 24 A 23;4697777;2;Chapinero
Pharma Issis SAS;CL 86A 113 34;7958796;2;Engativá
Pharma Norte Plus Droguerías;CL 144 50 15;8027433;2;Suba
Pharma Parque;KR 11 ESTE 42B 04 SUR;0;2;San Cristóbal
Pharma Precios De La 91;KR 49 D 91 92;4733985;2;Chapinero
Pharma Saludero SAS;TV 94 80 C 05;2765254;2;Engativá
Pharma Saludero SAS;TV 94 80C 05;4915962;2;Engativá
Pharma World Droguería Y Minimarket;KR 54A BIS 174A 11;6723378;2;Suba
Pharma Y Health Ltda;KR 21 24 16 SUR;4844993;2;Rafael Uribe
Pharmac 1;KR 19D 61B 06 SUR;7656352;2;Vista Hermosa
Pharmac 2;KR 19A 62A 49 SUR;7650522;2;Vista Hermosa
Pharmacetical Health Care SAS;CL 48A SUR 25 12;2700024;2;Tunjuelito
Pharmaceutica Health Care;CL 163 A 7 F 39;6748800;2;Usaquén
Pharmaceutical Health;KR 3 ESTE 22B 32 SUR;7568666;2;San Cristóbal
Pharmaceutical Health Care;CL 82 95D 15 IN 102;4332676;2;Engativá
Pharmaceutical Health Care SAS;CL 16 J 98 93 LC1;0;2;Fontibón
Pharmaceutical Heatth Care;KR 18A BIS 60G 28 SUR;0;2;Vista Hermosa
Pharmaceutical Hialth Care;CL 146A 94D 09;6836175;2;Suba
Pharmacol;KR 19G 61 03 SUR;7317707;2;Vista Hermosa
Pharmacolombia San Carlos;CL 53 SUR 18B 14;5680728;2;Tunjuelito
Pharmacolombia Sas Primavera;TV 40 A 3 14;2374047;2;Sur
Pharmacoop;CL 2 28 72;2472259;2;Centro Oriente
Pharmacos;KR 27B 71F 07 SUR;7923690;2;Vista Hermosa
Pharmacrutical Health Care SAS;KR 18C 22 16 SUR LC 2;3618218;2;Rafael Uribe
Pharmacy BC;CL 11 SUR 7 78;8062167;2;San Cristóbal
Pharmacy Health;KR 76 81 15;5353612;2;Engativá
Pharmacy Health Ltda Convisalud;DG 50A SUR 32 07;7107184;2;Tunjuelito
Pharmacy Plus;DG 51A SUR 29 38 LC 2;7498988;2;Tunjuelito
Pharmacy Shop;TV 76 82C 23;4915773;2;Engativá
Pharmajuli;KR 17 163 A 96;5271049;2;Usaquén
Pharmaline;CL 45 15 A 16;6089585;2;Chapinero
Pharmamas;KR 19 150 21;2582877;2;Usaquén
Pharmamedic;KR 45 26 85;3150721;2;Chapinero
Pharmapiel;CL 53 B 25 81 LC 2041;2121112;2;Chapinero
Pharmapiel;AK 58 127 59;2532804;2;Suba
Pharmapiel 4;KR 20 125 50 LC 102;5206822;2;Usaquén
Pharmaplus Dcb Home Suba;KR 104 148 07 LC A1;0;2;Suba
Pharmasaludero SAS;CL 100 19 A 92;2186979;2;Usaquén
Pharmasaludero SAS;KR 52 A 33 06 SUR;4078308;2;Sur
Pharmasaludero Sas Superpharma;CL 100 19 A 92;2186979;2;Usaquén
Pharmasass De Colombia;CL 81 108 22;4426782;2;Engativá
Pharmashop DS;AC 127 19 A 28 LC 1;7444440;2;Usaquén
Pharmaskin;AK 58 137B 01;6246045;1;Suba
Pharmaskin 3;AC 24 69B 17 LC 8;4058119;2;Fontibón
Pharmaskin Dermatologica Comercializadora Velero SAS;CL 134 7 B 83 LC 11;5200480;2;Usaquén
Pharmatodo Colombia;KR 7 51 A 16;7432100;2;Chapinero
Pharmatodo Colombia SA;CL 70 A 04 87;7432100;2;Chapinero
Pharmedical;CL 33 SUR 41 A 04;2028524;2;Sur
Piel Y Vida Ltda Productos Dermatologicos;CL 140 11 58 LC 15;6484340;2;Usaquén
Piel Y Vida Ltda Productos Dermatologicos SAS;CL 140 11 58 LC 15;6484340;2;Usaquén
Pipe JC;KR 20B 63 98 SUR;7151854;2;Vista Hermosa
Popular Francy;CL 100C SUR 3C 03 ESTE;0;2;Usme
Portales De Villa Luz MYJ;CL 64 B BIS 85 58;4783264;2;Engativá
Prevesalud;KR 3B 90 36 SUR;7681387;2;Usme
Prevesalud LMR;KR 2 ESTE 88B 31 SUR LC 1;7631556;2;Usme
Previmedic;KR 10 16 39 SUR;0;2;Rafael Uribe
Prodes;KR 18A 3A 48 LC 1;4080668;2;Centro Oriente
Productos Farmaceuticos Droguería Eimami;KR 9 B 117 A 73;2135788;1;Usaquén
Promosalud JM;CL 91 SUR 6C 16 ESTE;7683928;2;Usme
Propaz Farma;CL 24 SUR 12F 36;7000361;2;Rafael Uribe
Proquinar SA;CL 35 21 35;4862000;2;Chapinero
Punto De Atencion Usme;CL 74B SUR 9B 41;;2;Usme
Punto De La Mujer Farmacia Especializado;KR 16 A 84 15;5303001;2;Chapinero
Punto Farma;KR 19 18 65 SUR;2786531;2;Rafael Uribe
Punto Farma No 10;KR 75 23F 17;4047766;2;Fontibón
Punto Farma No 30 Tunal;KR 25 50A 43 SUR;7101609;2;Tunjuelito
Punto Farma No 5;CL 147A 53 90;6330307;2;Suba
Punto Farma SAS;KR 23 45 C 31;2875921;2;Chapinero
Punto Farma SAS Plaza 80;KR 70C 80 48 LC 17;6409500;2;Engativá
Punto Mayor Bachue;CL 90 A 95 D 97 IN 102;4345884;2;Engativá
Punto Salud;KR 17 64 02 SUR;7650415;2;Vista Hermosa
Puntodrogas No 2;CL 5 A 53 D 42;2601694;2;Sur
Puntofarma No 10;KR 75 23F 17;4047766;2;Fontibón
Puntofarma No 18;CL 140 7 52 LC 3;2592041;2;Usaquén
Puntofarma No 31 Cedritos;KR 13 140 21;2163569;2;Usaquén
Quibafarma;KR 26 76 09 SUR;7922037;2;Vista Hermosa
Quibifarma;KR 26 76 09 SUR;7922037;2;Vista Hermosa
Rapisalud;DG 50 SUR 32 91;3097763;2;Tunjuelito
Real De Drogas;KR 110 70 09;4410336;2;Engativá
Real De Drogas No 2;CL 89 95 64;5389555;2;Engativá
Real Salud Lmt;TV 14 42 72 SUR;4742196;2;Rafael Uribe
Rebaja 97 Galan 2;KR 56 2 B 98;2622512;2;Sur
Rebaja Marly;KR 13 49 25;2850407;2;Chapinero
Rebaja No 90 Bogota Modelia 3;CL 24D 80A 37;2950331;2;Fontibón
Rebaja Plus 6 Minimarket;CL 174A 45 24;6780030;1;Suba
Red Vital Droguería;CL 98 69C 15;6035455;1;Suba
Ricard De La 171;AK 7 171 A 08;6798165;2;Usaquén
Romboy Del Alto;KR 42 72A 32 SUR;7184789;2;Vista Hermosa
Romidrogas;KR 57 4 D 03;4643735;2;Sur
Rotir Drogas;TV 49C 76 45 SUR;7176961;2;Vista Hermosa
S Farma 16;KR 5M 49 66 SUR;7608446;2;Rafael Uribe
S Farma Droguería;CL 8 SUR 34 34;7205724;2;Sur
S Farma Droguería No 5;CL 8 SUR 34 34 LC 3;7205724;2;Sur
S Y D Colombia SA;KR 10 18 89 SUR;2094539;2;Rafael Uribe
S Y D Colombia SA;KR 29 64C 04 SUR;5631471;2;Vista Hermosa
S Y D Colombia Sa Usaquen;CL 163 7 23 LC 5;6694725;2;Usaquén
Salamanca De La 8;CL 8 15A 07;2434883;2;Centro Oriente
Salud Sur;CL 94 SUR 7A 03 ESTE;0;2;Usme
Salud Y Hogar;CL 27 SUR 24G 04;;2;Rafael Uribe
Salutions Pharmacy SAS;KR 92D 127C 27;5370246;2;Suba
San Andres LP;CL 68A SUR 48C 03;4673434;2;Vista Hermosa
San Antonio Norte;KR 8 C 183 B 10;6470449;2;Usaquén
San Antonio Plus;CL 5 SUR 19 99;2468055;2;Rafael Uribe
Sanafar;KR 11 183 15 LC 104;0;2;Usaquén
Sanafar;KR 11 183 15 LC 104B;6790201;2;Usaquén
Sandra Patricia González;CL 90 94C 21;2516184;2;Engativá
Sangon International Corporation;CL 122 23 55;6583767;2;Usaquén
Santa Ana 2014;CL 30 SUR 12L 04;0;2;Rafael Uribe
Santa Martha;CL 68F SUR 49 17;5632099;2;Vista Hermosa
Santa Martha JJS;CL 66A SUR 17K 08;7658608;2;Vista Hermosa
Santa Martha Latina;TV 22 69A 20 SUR;7319191;2;Vista Hermosa
Santa Rita;KR 5 11 09 IN 1;3416921;2;Centro Oriente
Santifarma;CL 60A SUR 75C 03;7821666;2;Vista Hermosa
Sarmisalud;DG 45A SUR 13J 34;2795869;2;Rafael Uribe
Septifarma Droguería Minimiercado No 4;KR 7 67 28;3220946;2;Chapinero
Sernidrogas;CL 64 B 105 C 16;2273680;2;Engativá
Servialkosto;KR 16B 53 96 SUR;5678953;2;Tunjuelito
Servibien;CL 62I SUR 77B 40;7798038;2;Vista Hermosa
Servicio Farmaceutico Espectador;AK 68 16 55;0;2;Fontibón
Serviclas DA;CL 92 BIS SUR 03 92 LC 1;9119795;2;Usme
Servicomunal 2;KR 8 B 161 A 31;6700209;2;Usaquén
Servicoop Del Sur;KR 22 G 60 48 SUR;7189907;2;Vista Hermosa
Servicopi Drogureria;KR 52A 134A 11;6482535;2;Suba
Servidescuentos SA;CL 55 SUR 16C 28;;2;Tunjuelito
Servidrogas Bachue;CL 87 95 16 IN 102;4313705;2;Engativá
Servidrogas La Riviera;CL 70 C 112 71;5455574;2;Engativá
Servidrogas Perdomo;CL 64A SUR 72 02 LC 2;7760267;2;Vista Hermosa
Servidrogas Santa Marta;KR 69 I 69 16;2507908;2;Engativá
Serviexpress;AC 60G SUR 17A 81;0;2;Vista Hermosa
Servifamilia;KR 8 B 160 23;5288057;2;Usaquén
Servifarma Del Caribe;KR 09 48 22 LC 02;6012956;2;Chapinero
Servifarma Droguería;KR 22 66 00;5402888;2;Chapinero
Servimax Familiar;KR 90 76 A 46;2246686;2;Engativá
Servipharma B Y E;KR 75B 62 04 SUR;7828075;2;Vista Hermosa
Servirebajas;AK 7 162 16 LC 1A;6723094;2;Usaquén
Servirebajas JM;AC 53 85I 04;4741304;2;Engativá
Servisalud MR;AK 50 4 A 74;2610511;2;Sur
Servisalud VC;KR 7 ESTE 95 36 SUR;7683258;2;Usme
Sfarma 22;CL 140 13 83;6142877;2;Usaquén
Sfarma Droguerías No 11;CL 5 4 17 ESTE;3370864;2;Centro Oriente
Sharín;DG 136 Bis Sur 3 59 Local 4;7708745;2;Usme
Simple Easy Care Products For Mums And Kids;CL 134 7B 83 LC 124C;6253736;2;Usaquén
Skandia No 3;CL 49D Sur 2D 20;7609966;2;Usme
Skin Boutique SAS;CL 53 B 25 21;3456590;2;Chapinero
Skin Comcepts;CL 82 11 75 LC 3304;6421388;2;Chapinero
Skin Farma SA;CL 119 11 D 17 LC 4;8053650;2;Usaquén
Skin Farma SA;CL 116 9 72 LC 102;8053650;2;Usaquén
Skin Market;CL 150 16 56 LC 199;6332945;2;Usaquén
Skin Store Ltda;AK 19 122 45 LC 27 Y 28;6293959;2;Usaquén
Skin Store SAS Pharmaskin;AK 19 122 49 LC 28;6120132;2;Usaquén
Skinmarket;KR 68B 40 39 LC 168;4260692;2;Fontibón
Solmedica SAS;KR 13 94 A 21;2575037;1;Chapinero
Solo Drogas Del Norte;KR 80 74 A 20;4903276;2;Engativá
Solo Drogas Del Norte;KR 80 74A 15;4903276;2;Engativá
Soluciones Capilares SAS;AK 15 104 80;2153921;2;Usaquén
Sonia;KR 27A 73 46 SUR;7651158;2;Vista Hermosa
Sos Farma;KR 27 45 A 82;2693349;2;Chapinero
Steven;DG 84B ESTE SUR 4 05;7611045;2;Usme
Su Droguería;AC 64 C 69 F 07;7551834;2;Engativá
Su Droguería Oviedo;KR 70 60B 22 SUR;4715302;2;Vista Hermosa
Su Farmaciacom;KR 65 164 B 05;6791200;2;Suba
Su Salud CP;KR 24 31C 38 SUR;3735647;2;Rafael Uribe
Su Salud Drogas 86 No 2;KR 18P 67A 21 SUR;9138043;2;Vista Hermosa
Su Salud Drogas 86 No1;CL 67A SUR 18P 39;9138043;2;Vista Hermosa
Su Salud Gran Tesoro;TV 18H 77A 83 SUR;7659368;2;Vista Hermosa
Su Salud JK;DG 77A SUR 18D 18;7659368;2;Vista Hermosa
Subdrogas;KR 51 B 41 02 SUR;5646042;2;Sur
Submedica Fpr;KR 8 156 B 08;6703298;2;Usaquén
Subsidrogas El Virrey;TV 106 72 A 52;4932329;2;Engativá
Subsidrogas El Virrey;TV 106 73 10;9121600;2;Engativá
Sufarma SA;AC 72 69 P 31;6603159;2;Engativá
Sultana De Venecia;DG 49 SUR 53 59;7112033;2;Tunjuelito
Suministros Medicos Ipc SAS;CL 22 SUR 19 09;7008009;2;Rafael Uribe
Suministros Medicos JPC;KR 68 G 79 07;2321749;2;Engativá
Sun Pharmaceutical Service Ltda;CL 57 08 69 INT 22;2358894;2;Chapinero
Super Cardio;CL 163 A 14 A 04;6794961;2;Usaquén
Super Dazi;KR 18A 73 11 SUR;7900702;2;Vista Hermosa
Super Drogas Alejandria;KR 7 F 155 75;6741395;2;Usaquén
Super Drogas La Economia;KR 28 55A 31 SUR LC 1;;2;Tunjuelito
Super Droguería Nissy San Carlos;CL 51 SUR 18A 33 LC 1;7677228;2;Tunjuelito
Super éxito De Drogas Alvarez;CL 67 115 03;4400892;2;Engativá
Super Farma Fleming;KR 87 A 84 A 66;7475230;2;Engativá
Super Ideal;DG 69 SUR 17J 27;7904203;2;Vista Hermosa
Super Norte;CL 163 A 17 95;6722445;2;Usaquén
Super Tienda Lisboa;CL 106 51 09;2560182;2;Suba
Superdrogas Del Sur;KR 3 49B 11 SUR LC 2;7137240;2;Rafael Uribe
Superdrogas La Economia;CL 17 SUR 24A 23;0;2;Rafael Uribe
Superdrogas NQ;CL 13 SUR 11 90 ESTE;0;2;San Cristóbal
Superdrogas San Rafael;KR 43 B 5 89;4069952;2;Sur
Superdrogas Suba;KR 77 A 72 B 36;7020130;2;Engativá
Superdrogas Uno A;DG 14 BIS 54 39;2606564;2;Sur
Superdrogeria Farmalad;KR 3 ESTE 7 07;3280846;2;Centro Oriente
SuperDroguería Aures II;AK 104 129F 03;6909921;2;Suba
SuperDroguería Bolivia;KR 108 82 83;4358365;2;Engativá
SuperDroguería Central;KR 41 A 4 94;3713641;2;Sur
SuperDroguería JY;CL 5 A 53 G 20;5632458;2;Sur
SuperDroguería La Cañiza;KR 124 129F 21;6978593;2;Suba
SuperDroguería Noroccidental;CL 127A 93 04;0;2;Suba
Superfarma Pomona Santa Paula Pharmasaludero SAS;CL 110 9 B 80;5223048;2;Usaquén
Supermercado Y Droguería Olimpica No 441;AK 19 134 A 94;0;2;Usaquén
Superpharma Chapinero 2;KR 7 67 57;2497007;2;Chapinero
Superpharma Country;KR 16 82 50;6210826;2;Chapinero
Superpharma Fontibon;KR 100 2205;4040381;2;Fontibón
Superpharma Kr 30;CL 63 C 28 A 65;3145850;2;Chapinero
Superpharma La Cabrera;KR 11 85 41;2565990;2;Chapinero
Supersalud Plus;CL 55 SUR 17A 48 LC 2;2796675;2;Tunjuelito
Supertienda Olimpica SA;KR 15 97 25;6747649;2;Chapinero
Supertienda Y Droguería Olimpica Petrobras Prado;AK 45 127B 09;6140782;2;Suba
Supertiendas Y Droguería Olimpica SDO 443;AK 15 147 60 LC 107 Y 108;6091420;2;Usaquén
Supertiendas Y Droguerías Olimpica;CL 95 47 A 09;2519916;2;Chapinero
Supertiendas Y Droguerías Olimpica;CL 100 45 81;2564580;2;Chapinero
Supertiendas Y Droguerías Olimpica 473 Niza;CL 127 60 96SEDE NIZA;2517951;2;Suba
Supertiendas Y Droguerías Olimpica SA;CL 67 10 A 22;5458950;2;Chapinero
Supertiendas Y Droguerías Olimpica SA;CL 100 15 01;6111105;2;Chapinero
Supertiendas Y Droguerías Olimpica Sdo 497 Futuro;AC 147 19 50 LC 1;6279514;2;Usaquén
Supertiendas Y Droguerías Olimpicas;KR 38 76 06;0;2;Chapinero
Supertiendas Y Droguerías Olimpicas;AV CHILE 13 85;2558884;2;Chapinero
Supertiendas Y Droguerías Olimpicas SA;KR 13 56 59;3490325;2;Chapinero
Supervida;TV 63 68B 33 SUR;7169670;2;Vista Hermosa
Surtidrogas Del Sur;DG 48J 5C 52 SUR;7390061;2;Rafael Uribe
Surtifarma DT;KR 5 48R 30 SUR;7722649;2;Rafael Uribe
Surtifarma No 1;TV 36 59B 23 SUR;7188826;2;Vista Hermosa
Susalud Farma;KR 29 66C 64 SUR;3314554;2;Vista Hermosa
Susans;KR 64B 62D 77 SUR AP 100;;2;Tunjuelito
Syd Colombia;KR 52 C 32 14 SUR;2306997;2;Sur
Syd Colombia SA;KR 17 63 C 05;5409670;2;Chapinero
Termiando Droguería Hospitalaria Fontibon;KR 104 20C 40;5454178;2;Fontibón
Terminada Drogas Super Salud Y Vida;KR 101B 23G 02;4211271;2;Fontibón
Terminada Droguería Andalucia 3;CL 24 81 C 39;4519438;2;Fontibón
Terminada Droguería BJG;KR 103A BIS 16H 62;4157696;2;Fontibón
Terminada Droguería Convivir De La 97;CL 22L 96J 54;6083834;2;Fontibón
Terminada Droguería Farmacentry;KR 100 20C 60;4189710;2;Fontibón
Terminada Droguería Ley 100 Surtimax;CL 17 110 65;4189257;2;Fontibón
